application_number,brand_name,generic_name,company,approval_year,submission_class
NDA022393,ISTODAX,ROMIDEPSIN,Celgene Corporation,2009,Type 1 - New Molecular Entity
NDA022363,LIVALO,PITAVASTATIN CALCIUM,"Kowa Pharmaceuticals America, Inc.",2009,Type 1 - New Molecular Entity
NDA022307,EFFIENT,PRASUGREL HYDROCHLORIDE,"Cosette Pharmaceuticals, Inc.",2009,Type 1 - New Molecular Entity
BLA125261,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",2009,Type 1 - New Molecular Entity
BLA125289,SIMPONI,GOLIMUMAB,"Janssen Biotech, Inc.",2009,Type 1 - New Molecular Entity
NDA022395,QUTENZA,CAPSAICIN,Averitas Pharma Inc,2009,Type 1 - New Molecular Entity
BLA125274,DYSPORT,BOTULINUM TOXIN TYPE A,"Galderma Laboratories, L.P.",2009,Type 1 - New Molecular Entity
NDA022350,N/A,N/A,N/A,2009,Type 1 - New Molecular Entity
BLA125277,KALBITOR,ECALLANTIDE,"Takeda Pharmaceuticals America, Inc.",2009,Type 1 - New Molecular Entity
NDA022256,SAVELLA,MILNACIPRAN HYDROCHLORIDE,"Allergan, Inc.",2009,Type 1 - New Molecular Entity
NDA022192,FANAPT,ILOPERIDONE,Vanda Pharmaceuticals Inc.,2009,Type 1 - New Molecular Entity
NDA022288,BEPOTASTINE BESILATE,BEPOTASTINE BESILATE,Bausch & Lomb Americas Inc.,2009,Type 1 - New Molecular Entity
NDA022117,SAPHRIS,ASENAPINE MALEATE,"Allergan, Inc.",2009,Type 1 - New Molecular Entity
NDA022468,FOLOTYN,PRALATREXATE,Acrotech Biopharma Inc,2009,Type 1 - New Molecular Entity
NDA020427,SABRIL,VIGABATRIN,Lundbeck Pharmaceuticals LLC,2009,Type 1 - New Molecular Entity
NDA022275,SAMSCA,TOLVAPTAN,"Otsuka America Pharmaceutical, Inc.",2009,Type 1 - New Molecular Entity
NDA022268,COARTEM,ARTEMETHER AND LUMEFANTRINE,Novartis Pharmaceuticals Corporation,2009,Type 1 - New Molecular Entity
NDA022465,VOTRIENT,PAZOPANIB HYDROCHLORIDE,Novartis Pharmaceuticals Corporation,2009,Type 1 - New Molecular Entity
NDA022110,VIBATIV,TELAVANCIN HYDROCHLORIDE,Cumberland Pharmaceuticals Inc.,2009,Type 1 - New Molecular Entity
NDA021856,ULORIC,FEBUXOSTAT,"Takeda Pharmaceuticals America, Inc.",2009,Type 1 - New Molecular Entity
NDA022134,LASTACAFT,ALCAFTADINE,"Allergan, Inc.",2010,Type 1 - New Molecular Entity
BLA125293,KRYSTEXXA,PEGLOTICASE,"Horizon Therapeutics USA, Inc.",2010,Type 1 - New Molecular Entity
NDA021201,ASCLERA,POLIDOCANOL,"Methapharm, Inc",2010,Type 1 - New Molecular Entity
BLA022575,VPRIV,VELAGLUCERASE ALFA,"Takeda Pharmaceuticals America, Inc.",2010,Type 1 - New Molecular Entity
BLA125276,ACTEMRA,TOCILIZUMAB,"Genentech, Inc.",2010,Type 1 - New Molecular Entity
NDA201023,JEVTANA,CABAZITAXEL,Sanofi-Aventis U.S. LLC,2010,Type 1 - New Molecular Entity
NDA022341,LIRAGLUTIDE,LIRAGLUTIDE,"Teva Pharmaceuticals USA, Inc.",2010,Type 1 - New Molecular Entity
NDA022252,NATAZIA,ESTRADIOL VALERATE AND ESTRADIOL VALERATE/DIENOGEST,Bayer HealthCare Pharmaceuticals Inc.,2010,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA022250,AMPYRA,DALFAMPRIDINE,"Merz Pharmaceuticals, LLC",2010,Type 1 - New Molecular Entity
NDA200327,TEFLARO,CEFTAROLINE FOSAMIL,"Allergan, Inc.",2010,Type 1 - New Molecular Entity
NDA022562,CARBAGLU,CARGLUMIC ACID,Recordati Rare Diseases,2010,Type 1 - New Molecular Entity
NDA200603,LATUDA,LURASIDONE HYDROCHLORIDE,"Sumitomo Pharma America, Inc.",2010,Type 1 - New Molecular Entity
NDA022474,ELLA,ULIPRISTAL ACETATE,"HRA PHARMA AMERICA, INC.",2010,Type 1 - New Molecular Entity
NDA022527,GILENYA,FINGOLIMOD HCL,Novartis Pharmaceuticals Corporation,2010,Type 1 - New Molecular Entity
BLA022505,EGRIFTA WR,TESAMORELIN,Theratechnologies Inc.,2010,Type 1 - New Molecular Entity
NDA022512,PRADAXA,DABIGATRAN ETEXILATE MESYLATE,Boehringer Ingelheim Pharmaceuticals Inc.,2010,Type 1 - New Molecular Entity
NDA201532,HALAVEN,ERIBULIN MESYLATE,BSP Pharmaceuticals SpA,2010,Type 1 - New Molecular Entity
BLA125291,LUMIZYME,ALGLUCOSIDASE ALFA,Genzyme Corporation,2010,Type 1 - New Molecular Entity
NDA202022,EDURANT,RILPIVIRINE HYDROCHLORIDE,"Janssen Products, LP",2011,Type 1 - New Molecular Entity
NDA202570,XALKORI,CRIZOTINIB,Pfizer Laboratories Div Pfizer Inc,2011,Type 1 - New Molecular Entity
NDA022408,NATROBA,SPINOSAD,Cipher Pharmaceuticals Inc.,2011,Type 1 - New Molecular Entity
NDA202429,ZELBORAF,VEMURAFENIB,"Genentech, Inc.",2011,Type 1 - New Molecular Entity
NDA022567,VIIBRYD,VILAZODONE HYDROCHLORIDE,"Allergan, Inc.",2011,Type 1 - New Molecular Entity
NDA022383,N/A,N/A,N/A,2011,Type 1 - New Molecular Entity
NDA201699,DIFICID,FIDAXOMICIN,Merck Sharp & Dohme LLC,2011,Type 1 - New Molecular Entity
BLA125288,NULOJIX,BELATACEPT,"E.R. Squibb & Sons, L.L.C.",2011,Type 1 - New Molecular Entity
NDA022405,CAPRELSA,VANDETANIB,Genzyme Corporation,2011,Type 1 - New Molecular Entity
NDA201917,N/A,N/A,N/A,2011,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021825,FERRIPROX,DEFERIPRONE,"Chiesi USA, Inc.",2011,Type 1 - New Molecular Entity
NDA022522,DALIRESP,ROFLUMILAST,AstraZeneca Pharmaceuticals LP,2011,Type 1 - New Molecular Entity
NDA201280,TRADJENTA,LINAGLIPTIN,"Boehringer Ingelheim Pharmaceuticals, Inc.",2011,Type 1 - New Molecular Entity
NDA202192,JAKAFI,RUXOLITINIB,Incyte Corporation,2011,Type 1 - New Molecular Entity
NDA022399,HORIZANT,GABAPENTIN ENACARBIL,"Azurity Pharmaceuticals, Inc. (formerly Arbor Pharmaceuticals)",2011,Type 1 - New Molecular Entity
NDA201277,GADAVIST,GADOBUTROL,Bayer HealthCare Pharmaceuticals Inc.,2011,Type 1 - New Molecular Entity
NDA022150,FIRAZYR,ICATIBANT ACETATE,"Takeda Pharmaceuticals America, Inc.",2011,Type 1 - New Molecular Entity
NDA202067,ONFI,CLOBAZAM,Lundbeck Pharmaceuticals LLC,2011,Type 1 - New Molecular Entity
NDA202258,N/A,N/A,N/A,2011,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA022345,N/A,N/A,N/A,2011,Type 1 - New Molecular Entity
NDA202379,ZYTIGA,ABIRATERONE ACETATE,"Janssen Biotech, Inc.",2011,Type 1 - New Molecular Entity
NDA022406,XARELTO,RIVAROXABAN,"Janssen Pharmaceuticals, Inc.",2011,Type 1 - New Molecular Entity
NDA203341,BOSULIF,BOSUTINIB,Pfizer Laboratories Div Pfizer Inc,2012,Type 1 - New Molecular Entity
NDA202276,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA021746,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA202535,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA203858,JUXTAPID,LOMITAPIDE MESYLATE,Amryt Pharmaceuticals DAC,2012,Type 1 - New Molecular Entity
NDA202834,FYCOMPA,PERAMPANEL,Eisai Inc.,2012,Type 1 - New Molecular Entity
NDA203085,STIVARGA,REGORAFENIB,Bayer HealthCare Pharmaceuticals Inc.,2012,Type 1 - New Molecular Entity
NDA202811,LINZESS,LINACLOTIDE,"Allergan, Inc.",2012,Type 1 - New Molecular Entity
NDA203155,CHOLINE C 11,CHOLINE C-11,Mayo Clinic,2012,Type 1 - New Molecular Entity
NDA203388,ERIVEDGE,VISMODEGIB,"Genentech, Inc.",2012,Type 1 - New Molecular Entity
NDA203415,XTANDI,ENZALUTAMIDE,"Astellas Pharma US, Inc.",2012,Type 1 - New Molecular Entity
NDA203756,COMETRIQ,CABOZANTINIB,"Exelixis, Inc.",2012,Type 1 - New Molecular Entity
NDA202611,MYRBETRIQ,MIRABEGRON,"Astellas Pharma US, Inc.",2012,Type 1 - New Molecular Entity
NDA203441,GATTEX,TEDUGLUTIDE,"Takeda Pharmaceuticals America, Inc.",2012,Type 1 - New Molecular Entity
NDA202450,TUDORZA PRESSAIR,ACLIDINIUM BROMIDE,"Covis Pharma US, Inc",2012,Type 1 - New Molecular Entity
NDA202799,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA203188,KALYDECO,IVACAFTOR,Vertex Pharmaceuticals Incorporated,2012,Type 1 - New Molecular Entity
NDA202008,AMYVID,FLORBETAPIR F 18,Eli Lilly and Company,2012,Type 1 - New Molecular Entity
BLA125294,GRANIX,TBO-FILGRASTIM,"Cephalon, LLC",2012,Type 1 - New Molecular Entity
NDA202833,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA202992,AUBAGIO,TERIFLUNOMIDE,Genzyme Corporation,2012,Type 1 - New Molecular Entity
NDA203100,STRIBILD,"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATE","Gilead Sciences, Inc.",2012,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA202324,INLYTA,AXITINIB,U.S. Pharmaceuticals,2012,Type 1 - New Molecular Entity
NDA200677,SIGNIFOR,PASIREOTIDE,"Recordati Rare Diseases, Inc.",2012,Type 1 - New Molecular Entity
NDA202292,MYTESI,CROFELEMER,"Napo Pharmaceuticals, Inc.",2012,Type 1 - New Molecular Entity
NDA202714,KYPROLIS,CARFILZOMIB,"Onyx Pharmaceuticals, Inc.",2012,Type 1 - New Molecular Entity
NDA203585,N/A,N/A,N/A,2012,Type 1 - New Molecular Entity
NDA203469,ICLUSIG,PONATINIB HYDROCHLORIDE,"Takeda Pharmaceuticals America, Inc.",2012,Type 1 - New Molecular Entity
NDA022271,ALOGLIPTIN,ALOGLIPTIN,Padagis Israel Pharmaceuticals Ltd,2013,Type 1 - New Molecular Entity
NDA204819,ADEMPAS,RIOCIGUAT,Bayer HealthCare Pharmaceuticals Inc.,2013,Type 1 - New Molecular Entity
NDA204781,DOTAREM,GADOTERATE MEGLUMINE,Guerbet LLC,2013,Type 1 - New Molecular Entity
NDA203971,XOFIGO,RADIUM RA 223 DICHLORIDE,Bayer HealthCare Pharmaceuticals Inc.,2013,Type 1 - New Molecular Entity
NDA203568,N/A,N/A,N/A,2013,Type 1 - New Molecular Entity
NDA204153,LUZU,LULICONAZOLE,"Bausch Health US, LLC",2013,Type 1 - New Molecular Entity
NDA204026,POMALYST,POMALIDOMIDE,Celgene Corporation,2013,Type 1 - New Molecular Entity
NDA204447,TRINTELLIX,VORTIOXETINE,"Takeda Pharmaceuticals America, Inc.",2013,Type 1 - New Molecular Entity
NDA022416,APTIOM,ESLICARBAZEPINE ACETATE,"Sumitomo Pharma America, Inc.",2013,Type 1 - New Molecular Entity
NDA204063,TECFIDERA,DIMETHYL FUMARATE,Biogen Inc.,2013,Type 1 - New Molecular Entity
NDA204790,TIVICAY,DOLUTEGRAVIR SODIUM,ViiV Healthcare Company,2013,Type 1 - New Molecular Entity
NDA203137,VIZAMYL,FLUTEMETAMOL F-18,"GE Healthcare Inc. (Medi-Physics, Inc. dba GE Healthcare)",2013,Type 1 - New Molecular Entity
NDA204114,MEKINIST,TRAMETINIB,Novartis Pharmaceuticals Corporation,2013,Type 1 - New Molecular Entity
NDA022247,DUAVEE,CONJUGATED ESTROGENS/BAZEDOXIFENE,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2013,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA203505,OSPHENA,OSPEMIFENE,"Duchesnay USA, Inc.",2013,Type 1 - New Molecular Entity
NDA204275,BREO ELLIPTA,FLUTICASONE FUROATE AND VILANTEROL TRIFENATATE,GlaxoSmithKline LLC,2013,Type 1 - New Molecular Entity
NDA204671,SOVALDI,SOFOSBUVIR,"Gilead Sciences, Inc.",2013,Type 1 - New Molecular Entity
NDA202806,TAFINLAR,DABRAFENIB,Novartis Pharmaceuticals Corporation,2013,Type 1 - New Molecular Entity
NDA202207,KIT FOR THE PREPARATION OF LYMPHOSEEK (TECHNETIUM TC 99M TILMANOCEPT),TILMANOCEPT,"Cardinal Health 414, LLC",2013,Type 1 - New Molecular Entity
NDA204410,OPSUMIT,MACITENTAN,"Actelion Pharmaceuticals US, Inc.",2013,Type 1 - New Molecular Entity
NDA204042,INVOKANA,CANAGLIFLOZIN,"Janssen Pharmaceuticals, Inc.",2013,Type 1 - New Molecular Entity
NDA201292,GILOTRIF,AFATINIB,"Boehringer Ingelheim Pharmaceuticals, Inc.",2013,Type 1 - New Molecular Entity
NDA205437,OTEZLA,APREMILAST,"Amgen, Inc",2014,Type 1 - New Molecular Entity
NDA206619,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA205832,OFEV,NINTEDANIB,"Boehringer Ingelheim Pharmaceuticals, Inc.",2014,Type 1 - New Molecular Entity
NDA203684,LUMASON,SULFUR HEXAFLUORIDE,BRACCO DIAGNOSTICS INC,2014,Type 1 - New Molecular Entity
BLA125557,BLINCYTO,BLINATUMOMAB,"Amgen, Inc",2014,Type 1 - New Molecular Entity
NDA205834,LEDIPASVIR AND SOFOSBUVIR,LEDIPASVIR AND SOFOSBUVIR,Asegua Therapeutics LLC,2014,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA204569,BELSOMRA,SUVOREXANT,Merck Sharp & Dohme LLC,2014,Type 1 - New Molecular Entity
NDA205435,SIVEXTRO,TEDIZOLID PHOSPHATE,Merck Sharp & Dohme LLC,2014,Type 1 - New Molecular Entity
NDA204427,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity
NDA203108,STRIVERDI RESPIMAT,OLODATEROL RESPIMAT INHALATION SPRAY,"Boehringer Ingelheim Pharmaceuticals, Inc.",2014,Type 1 - New Molecular Entity
NDA206307,XTORO,FINAFLOXACIN,"Fonseca Biosciences, LLC",2014,Type 1 - New Molecular Entity
NDA206426,RAPIVAB,PERAMIVIR,"BioCryst Pharmaceuticals, Inc.",2014,Type 1 - New Molecular Entity
NDA204629,JARDIANCE,EMPAGLIFLOZIN,"Boehringer Ingelheim Pharmaceuticals, Inc.",2014,Type 1 - New Molecular Entity
NDA206829,ZERBAXA,CEFTOLOZANE AND TAZOBACTAM,Merck Sharp & Dohme LLC,2014,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA204677,NEURACEQ,FLORBETABEN F 18,Lantheus Biosciences Ltd.,2014,Type 1 - New Molecular Entity
NDA022535,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity
NDA206162,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity
BLA125496,SYLVANT,SILTUXIMAB,"Recordati Rare Diseases, Inc.",2014,Type 1 - New Molecular Entity
BLA125499,PLEGRIDY PEN,PEGINTERFERON BETA-1A,Biogen Inc.,2014,Type 1 - New Molecular Entity
NDA204684,IMPAVIDO,MILTEFOSINE,"Profounda, Inc.",2014,Type 1 - New Molecular Entity
NDA205718,AKYNZEO,NETUPITANT AND PALONOSETRON,"Helsinn Therapeutics (U.S.), Inc.",2014,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA205677,HETLIOZ,TASIMELTEON,Vanda Pharmaceuticals Inc.,2014,Type 1 - New Molecular Entity
BLA125514,KEYTRUDA,PEMBROLIZUMAB,Merck Sharp & Dohme LLC,2014,Type 1 - New Molecular Entity
NDA202293,FARXIGA,DAPAGLIFLOZIN,AstraZeneca Pharmaceuticals LP,2014,Type 1 - New Molecular Entity
NDA205858,ZYDELIG,IDELALISIB,"Gilead Sciences, Inc.",2014,Type 1 - New Molecular Entity
NDA205755,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity
NDA205494,CERDELGA,ELIGLUSTAT,Genzyme Corporation,2014,Type 1 - New Molecular Entity
BLA125554,OPDIVO,NIVOLUMAB,"E.R. Squibb & Sons, L.L.C.",2014,Type 1 - New Molecular Entity
NDA204886,N/A,N/A,N/A,2014,Type 1 - New Molecular Entity
NDA206256,BELEODAQ,BELINOSTAT,Acrotech Biopharma Inc,2014,Type 1 - New Molecular Entity
NDA021883,DALVANCE,DALBAVANCIN,"Allergan, Inc.",2014,Type 1 - New Molecular Entity
NDA203567,JUBLIA,EFINACONAZOLE,Bausch Health US LLC,2014,Type 1 - New Molecular Entity
NDA207947,UPTRAVI,SELEXIPAG,"Actelion Pharmaceuticals US, Inc.",2015,Type 1 - New Molecular Entity
NDA022225,BRIDION,SUGAMMADEX,Merck Sharp & Dohme LLC,2015,Type 1 - New Molecular Entity
NDA205266,ODOMZO,SONIDEGIB,"Sun Pharmaceutical Industries, Inc.",2015,Type 1 - New Molecular Entity
BLA761035,EMPLICITI,ELOTUZUMAB,"E.R. Squibb & Sons, L.L.C.",2015,Type 1 - New Molecular Entity
NDA206038,ORKAMBI,LUMACAFTOR AND IVACAFTOR,Vertex Pharmaceuticals Incorporated,2015,Type 1 - New Molecular Entity
NDA205750,CHOLBAM,CHOLIC ACID,Mirum Pharmaceuticals Inc.,2015,Type 1 - New Molecular Entity
NDA206500,VARUBI,ROLAPITANT,TerSera Therapeutics LLC,2015,Type 1 - New Molecular Entity
NDA205739,VELTASSA,PATIROMER,"Vifor Pharma, Inc.",2015,Type 1 - New Molecular Entity
NDA207953,YONDELIS,TRABECTEDIN,"Janssen Products, LP",2015,Type 1 - New Molecular Entity
NDA207988,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
BLA125559,PRALUENT,ALIROCUMAB,"Regeneron Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
NDA206494,AVYCAZ,"CEFTAZIDIME, AVIBACTAM","Allergan, Inc.",2015,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA206192,COTELLIC,COBIMETINIB,"Genentech, Inc.",2015,Type 1 - New Molecular Entity
NDA208169,XURIDEN,URIDINE TRIACETATE,BTG International Inc,2015,Type 1 - New Molecular Entity
BLA761036,DARZALEX,DARATUMUMAB,"Janssen Biotech, Inc.",2015,Type 1 - New Molecular Entity
NDA205353,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
NDA207561,GENVOYA,"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE","Gilead Sciences, Inc.",2015,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA208065,TAGRISSO,OSIMERTINIB,AstraZeneca Pharmaceuticals LP,2015,Type 1 - New Molecular Entity
NDA207620,ENTRESTO,SACUBITRIL AND VALSARTAN,Novartis Pharmaceuticals Corporation,2015,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA206843,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
BLA203314,TRESIBA,INSULIN DEGLUDEC,Novo Nordisk,2015,Type 1 - New Molecular Entity
NDA208434,ALECENSA,ALECTINIB HYDROCHLORIDE,"Genentech, Inc.",2015,Type 1 - New Molecular Entity
BLA125561,KANUMA,SEBELIPASE ALFA,"Alexion Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
BLA125526,NUCALA,MEPOLIZUMAB,GlaxoSmithKline LLC,2015,Type 1 - New Molecular Entity
NDA206947,LENVIMA,LENVATINIB,Eisai Inc.,2015,Type 1 - New Molecular Entity
NDA208462,NINLARO,IXAZOMIB,"Takeda Pharmaceuticals America, Inc.",2015,Type 1 - New Molecular Entity
NDA204958,KENGREAL,CANGRELOR,"Chiesi USA, Inc.",2015,Type 1 - New Molecular Entity
NDA206940,VIBERZI,ELUXADOLINE,"Allergan, Inc.",2015,Type 1 - New Molecular Entity
NDA206143,CORLANOR,IVABRADINE,Amgen Inc,2015,Type 1 - New Molecular Entity
BLA125516,UNITUXIN,DINUTUXIMAB,United Therapeutics Corporation,2015,Type 1 - New Molecular Entity
BLA125513,STRENSIQ,ASFOTASE ALFA,"Alexion Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
BLA125511,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
BLA761025,PRAXBIND,IDARUCIZUMAB,"Boehringer Ingelheim Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
BLA125547,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
NDA204370,VRAYLAR,CARIPRAZINE,"Allergan, Inc.",2015,Type 1 - New Molecular Entity
BLA125504,COSENTYX,SECUKINUMAB,Novartis Pharmaceuticals Corporation,2015,Type 1 - New Molecular Entity
NDA207981,LONSURF,TRIFLURIDINE AND TIPIRACIL,"Taiho Pharmaceutical Co., Ltd.",2015,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA022526,ADDYI,FLIBANSERIN,"Sprout Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
NDA207533,ARISTADA,ARIPIPRAZOLE LAUROXIL,"Alkermes, Inc.",2015,Type 1 - New Molecular Entity
BLA125509,ANTHIM,OBILTOXAXIMAB,"Elusys Therapeutics, Inc.",2016,Type 1 - New Molecular Entity
NDA208054,AXUMIN,FLUCICLOVINE F-18,Blue Earth Diagnostics,2016,Type 1 - New Molecular Entity
NDA209531,SPINRAZA,NUSINERSEN,Biogen Inc.,2016,Type 1 - New Molecular Entity
NDA208114,DEFITELIO,DEFIBROTIDE SODIUM,"Jazz Pharmaceuticals, Inc.",2016,Type 1 - New Molecular Entity
BLA761038,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA208341,EPCLUSA,VELPATASVIR AND SOFOSBUVIR,"Gilead Sciences, Inc.",2016,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA207695,EUCRISA,CRISABOROLE,Pfizer Laboratories Div Pfizer Inc,2016,Type 1 - New Molecular Entity
NDA208547,NETSPOT,68GA-DOTATATE,"Advanced Accelerator Applications USA, Inc",2016,Type 1 - New Molecular Entity
BLA208471,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA207999,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA206488,EXONDYS 51,ETEPLIRSEN,"Sarepta Therapeutics, Inc.",2016,Type 1 - New Molecular Entity
BLA761034,TECENTRIQ,ATEZOLIZUMAB,"Genentech, Inc.",2016,Type 1 - New Molecular Entity
NDA208573,VENCLEXTA,VENETOCLAX,AbbVie Inc.,2016,Type 1 - New Molecular Entity
BLA761046,ZINPLAVA,BEZLOTOXUMAB,Merck Sharp & Dohme LLC,2016,Type 1 - New Molecular Entity
BLA125521,TALTZ,IXEKIZUMAB,Eli Lilly and Company,2016,Type 1 - New Molecular Entity
NDA209115,RUBRACA,RUCAPARIB,pharmaand GmbH,2016,Type 1 - New Molecular Entity
BLA761033,CINQAIR,RESLIZUMAB,"Teva Respiratory, LLC",2016,Type 1 - New Molecular Entity
BLA761029,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA207318,NUPLAZID,PIMAVANSERIN TARTRATE,Acadia Pharmaceuticals Inc.,2016,Type 1 - New Molecular Entity
NDA208073,XIIDRA,LIFITEGRAST,Novartis Pharmaceuticals Corporation,2016,Type 1 - New Molecular Entity
NDA205836,BRIVIACT,BRIVARACETAM,"UCB, Inc.",2016,Type 1 - New Molecular Entity
NDA209803,STEGLATRO,ERTUGLIFLOZIN,Merck Sharp & Dohme LLC,2017,Type 1 - New Molecular Entity
NDA208051,NERLYNX,NERATINIB,"Puma Biotechnology, Inc.",2017,Type 1 - New Molecular Entity
BLA761070,FASENRA,BENRALIZUMAB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
NDA209394,MAVYRET,GLECAPREVIR AND PIBRENTASVIR,AbbVie Inc.,2017,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA209637,OZEMPIC,SEMAGLUTIDE,"Novo Nordisk Pharmaceutical Industries, LP",2017,Type 1 - New Molecular Entity
NDA209570,BENZNIDAZOLE,BENZNIDAZOLE,"Exeltis USA, Inc.",2017,Type 1 - New Molecular Entity
NDA209363,SOLOSEC,SECNIDAZOLE,Evofem Inc.,2017,Type 1 - New Molecular Entity
NDA205598,MACRILEN,MACIMORELIN ACETATE,Aeterna Zentaris GmbH,2017,Type 1 - New Molecular Entity
NDA208854,SYMPROIC,NALDEMEDINE,BioDelivery Sciences International Inc,2017,Type 1 - New Molecular Entity
BLA761049,BAVENCIO,AVELUMAB,"EMD Serono, Inc.",2017,Type 1 - New Molecular Entity
BLA761069,IMFINZI,DURVALUMAB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
NDA208772,ALUNBRIG,BRIGATINIB,"Takeda Pharmaceuticals America, Inc.",2017,Type 1 - New Molecular Entity
NDA207145,XADAGO,SAFINAMIDE MESYLATE,"MDD US Operations LLC, a subsidiary of Supernus Pharmaceuticals, Inc.",2017,Type 1 - New Molecular Entity
NDA208716,VERZENIO,ABEMACICLIB,Eli Lilly and Company,2017,Type 1 - New Molecular Entity
NDA210259,CALQUENCE,ACALABRUTINIB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
NDA209176,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA209241,INGREZZA,VALBENAZINE,"Neurocrine Biosciences, Inc.",2017,Type 1 - New Molecular Entity
BLA761083,HEMLIBRA,EMICIZUMAB,"Genentech, Inc.",2017,Type 1 - New Molecular Entity
NDA209195,VOSEVI,"SOFOSBUVIR, VELPATASVIR, AND VOXILAPREVIR","Gilead Sciences, Inc.",2017,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761032,SILIQ,BRODALUMAB,Bausch Health US LLC,2017,Type 1 - New Molecular Entity
NDA209776,VABOMERE,MEROPENEM-VABORBACTAM,"Melinta Therapeutics, LLC",2017,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA208684,EMFLAZA,DEFLAZACORT,"PTC Therapeutics, Inc.",2017,Type 1 - New Molecular Entity
NDA209606,IDHIFA,ENASIDENIB MESYLATE,Celgene Corporation,2017,Type 1 - New Molecular Entity
BLA761052,BRINEURA,CERLIPONASE ALFA,BioMarin Pharmaceutical Inc.,2017,Type 1 - New Molecular Entity
NDA208325,PARSABIV,ETELCALCETIDE,"Amgen, Inc",2017,Type 1 - New Molecular Entity
BLA761053,OCREVUS,OCRELIZUMAB,"Genentech, Inc.",2017,Type 1 - New Molecular Entity
BLA761047,MEPSEVII,VESTRONIDASE ALFA,Ultragenyx Pharmaceutical Inc.,2017,Type 1 - New Molecular Entity
NDA208745,TRULANCE IMMEDIATE RELEASE,PLECANATIDE,Salix Pharmaceuticals Inc.,2017,Type 1 - New Molecular Entity
NDA208743,TYMLOS,ABALOPARATIDE,"Radius Health, Inc.",2017,Type 1 - New Molecular Entity
NDA207997,RYDAPT,RYDAPT,Novartis Pharmaceuticals Corporation,2017,Type 1 - New Molecular Entity
BLA761037,KEVZARA,SARILUMAB,Sanofi-Aventis U.S. LLC,2017,Type 1 - New Molecular Entity
NDA208945,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA209939,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,2017,Type 1 - New Molecular Entity
NDA207795,VYZULTA,LATANOPROSTENE BUNOD,Bausch & Lomb Incorporated,2017,Type 1 - New Molecular Entity
NDA208082,AUSTEDO,DEUTETRABENAZINE,"Teva Neuroscience, Inc.",2017,Type 1 - New Molecular Entity
