application_number,brand_name,generic_name,company,approval_year,submission_class
BLA103772,INFLIXIMAB,INFLIXIMAB,"Janssen Biotech, Inc.",1998,Type 1 - New Molecular Entity
BLA103795,ENBREL,ETANERCEPT,Immunex Corporation,1998,Type 1 - New Molecular Entity
NDA020977,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
NDA021024,PRIFTIN,RIFAPENTINE,sanofi-aventis U.S. LLC,1998,Type 1 - New Molecular Entity
NDA020864,MAXALT,RIZATRIPTAN BENZOATE,Organon LLC,1998,Type 1 - New Molecular Entity
NDA020816,BRINZOLAMIDE,BRINZOLAMIDE,Sandoz Inc,1998,Type 1 - New Molecular Entity
NDA020850,MICARDIS,TELMISARTAN,"Boehringer Ingelheim Pharmaceuticals, Inc.",1998,Type 1 - New Molecular Entity
NDA020912,AGGRASTAT,TIROFIBAN,Medicure International Inc,1998,Type 1 - New Molecular Entity
NDA020771,TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,Mylan Pharmaceuticals Inc.,1998,Type 1 - New Molecular Entity
NDA020887,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
NDA020838,ATACAND,CANDESARTAN CILEXETIL,"ANI Pharmaceuticals, Inc.",1998,Type 1 - New Molecular Entity
BLA103764,SIMULECT,BASILIXIMAB,Novartis Pharmaceuticals Corporation,1998,Type 1 - New Molecular Entity
NDA020905,ARAVA,LEFLUNOMIDE,sanofi-aventis U.S. LLC,1998,Type 1 - New Molecular Entity
NDA020803,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,Bausch & Lomb Americas Inc.,1998,Type 1 - New Molecular Entity
BLA020772,SUCRAID,SACROSIDASE,"QOL Medical, LLC",1998,Type 1 - New Molecular Entity
NDA020822,CELEXA,CITALOPRAM,"Allergan, Inc.",1998,Type 1 - New Molecular Entity
NDA020583,LOTEPREDNOL ETABONATE,LOTEPREDNOL ETABONATE,Bausch & Lomb Americas Inc.,1998,Type 1 - New Molecular Entity
NDA020926,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
NDA020819,ZEMPLAR,PARICALCITOL,AbbVie Inc.,1998,Type 1 - New Molecular Entity
BLA103786,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
NDA020972,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
BLA020521,INFASURF,CALFACTANT,ONY Biotech Inc.,1998,Type 1 - New Molecular Entity
NDA020763,N/A,N/A,N/A,1998,Type 1 - New Molecular Entity
NDA020697,TASMAR,TOLCAPONE,Bausch Health US LLC,1998,Type 1 - New Molecular Entity
NDA021042,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA020931,TIKOSYN,DOFETILIDE,Pfizer Laboratories Div Pfizer Inc,1999,Type 1 - New Molecular Entity
NDA020862,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA050747,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA020937,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA020955,FERRLECIT,SODIUM FERRIC GLUCONATE COMPLEX,sanofi-aventis U.S. LLC,1999,Type 1 - New Molecular Entity
NDA021066,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA021071,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA020863,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA021029,TEMODAR,TEMOZOLOMIDE,Merck Sharp & Dohme LLC,1999,Type 1 - New Molecular Entity
NDA020965,LEVULAN KERASTICK,AMINOLEVULINIC ACID HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc",1999,Type 1 - New Molecular Entity
NDA020753,EXEMESTANE,EXEMESTANE,Mylan Pharmaceuticals Inc.,1999,Type 1 - New Molecular Entity
NDA050778,ELLENCE,EPIRUBICIN HYDROCHLORIDE,Pharmacia & Upjohn Company LLC,1999,Type 1 - New Molecular Entity
NDA021087,TAMIFLU,OSELTAMIVIR PHOSPHATE,"Genentech, Inc.",1999,Type 1 - New Molecular Entity
NDA021057,GANIRELIX ACETATE,GANIRELIX ACETATE,Organon LLC,1999,Type 1 - New Molecular Entity
NDA021085,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA021038,PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,"Hospira, Inc.",1999,Type 1 - New Molecular Entity
NDA021083,SIROLIMUS,SIROLIMUS,Mylan Pharmaceuticals Inc.,1999,Type 1 - New Molecular Entity
NDA021055,TARGRETIN,BEXAROTENE,"Bausch Health US, LLC",1999,Type 1 - New Molecular Entity
NDA020973,ACIPHEX,RABEPRAZOLE SODIUM,Waylis Therapeutics LLC,1999,Type 1 - New Molecular Entity
NDA020922,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021073,ACTOS,PIOGLITAZONE,"Takeda Pharmaceuticals America, Inc.",1999,Type 1 - New Molecular Entity
NDA021079,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA021036,RELENZA,ZANAMIVIR,GlaxoSmithKline LLC,1999,Type 1 - New Molecular Entity
BLA103767,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
NDA020859,N/A,N/A,N/A,1999,Type 1 - New Molecular Entity
BLA020744,CUROSURF,PORACTANT ALFA,"Chiesi USA, Inc.",1999,Type 1 - New Molecular Entity
BLA103836,ACTIMMUNE,INTERFERON GAMMA-1B,"Horizon Therapeutics USA, Inc.",1999,Type 1 - New Molecular Entity
NDA020766,XENICAL,ORLISTAT,H2-Pharma LLC,1999,Type 1 - New Molecular Entity
NDA021035,KEPPRA,LEVETIRACETAM,"UCB, Inc.",1999,Type 1 - New Molecular Entity
NDA020796,ENTACAPONE,ENTACAPONE,"Sun Pharmaceutical Industries, Inc.",1999,Type 1 - New Molecular Entity
NDA020823,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA021176,WELCHOL,COLESEVELAM HYDROCHLORIDE,"Cosette Pharmaceuticals, Inc.",2000,Type 1 - New Molecular Entity
NDA020484,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA020938,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
BLA021081,LANTUS SOLOSTAR,INSULIN GLARGINE,sanofi-aventis U.S. LLC,2000,Type 1 - New Molecular Entity
BLA103909,TNKASE,TENECTEPLASE,"Genentech, Inc.",2000,Type 1 - New Molecular Entity
BLA103846,MYOBLOC,RIMABOTULINUMTOXINB,"Solstice Neurosciences, LLC",2000,Type 1 - New Molecular Entity
NDA020883,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA021084,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021197,CETROTIDE,CETRORELIX ACETATE,"EMD Serono, Inc.",2000,Type 1 - New Molecular Entity
NDA021214,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA020873,BIVALIRUDIN,BIVALIRUDIN,"Civica, Inc.",2000,Type 1 - New Molecular Entity
NDA021119,VISUDYNE,VERTEPORFIN FOR INJECTION,Bausch & Lomb Incorporated,2000,Type 1 - New Molecular Entity
NDA021204,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA020789,ZONEGRAN,ZONISAMIDE,Advanz Pharma (US) Corp.,2000,Type 1 - New Molecular Entity
NDA020971,ARTICAINE,ARTICAINE HYDROCHLORIDE AND EPINEPHRINE,Benco Dental,2000,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021107,LOTRONEX,ALOSETRON HYDROCHLORIDE,Legacy Pharma USA Inc.,2000,Type 1 - New Molecular Entity
NDA020715,TRELSTAR,TRIPTORELIN PAMOATE,Verity Pharmaceuticals Inc.,2000,Type 1 - New Molecular Entity
NDA020610,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity
NDA021248,TRISENOX,ARSENIC TRIOXIDE,"Cephalon, LLC",2000,Type 1 - New Molecular Entity
NDA020941,ABREVA,DOCOSANOL,Haleon US Holdings LLC,2000,Type 1 - New Molecular Entity
NDA021226,N/A,N/A,N/A,2000,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021130,ZYVOX,LINEZOLID,Pharmacia & Upjohn Company LLC,2000,Type 1 - New Molecular Entity
NDA021222,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA020920,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA021356,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,"Gilead Sciences, Inc.",2001,Type 1 - New Molecular Entity
NDA021180,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021223,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA021187,NUVARING,ETONOGESTREL AND ETHINYL ESTRADIOL,Advanz Pharma (US) Corp.,2001,Type 1 - New Molecular Entity
NDA021275,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
BLA103950,KINERET,ANAKINRA,Swedish Orphan Biovitrum AB (publ),2001,Type 1 - New Molecular Entity
NDA020825,GEODON,ZIPRASIDONE,Viatris Specialty LLC,2001,Type 1 - New Molecular Entity
BLA103951,ARANESP,DARBEPOETIN ALFA,"Amgen, Inc",2001,Type 1 - New Molecular Entity
BLA103948,CAMPATH,ALEMTUZUMAB,Genzyme Corporation,2001,Type 1 - New Molecular Entity
NDA021257,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA021165,CLARINEX,DESLORATADINE,Organon LLC,2001,Type 1 - New Molecular Entity
NDA021169,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA021064,DEFINITY,PERFLUTREN,"Lantheus Medical Imaging, Inc.",2001,Type 1 - New Molecular Entity
NDA021227,CANCIDAS,CASPOFUNGIN ACETATE,Merck Sharp & Dohme LLC,2001,Type 1 - New Molecular Entity
NDA021098,YASMIN,DROSPIRENONE AND ETHINYL ESTRADIOL,Bayer HealthCare Pharmaceuticals Inc.,2001,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021302,PIMECROLIMUS,PIMECROLIMUS,Oceanside Pharmaceuticals,2001,Type 1 - New Molecular Entity
NDA021290,TRACLEER,BOSENTAN,"Actelion Pharmaceuticals US, Inc.",2001,Type 1 - New Molecular Entity
BLA103949,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA020831,N/A,N/A,N/A,2001,Type 1 - New Molecular Entity
NDA021232,ORFADIN,NITISINONE,SWEDISH ORPHAN BIOVITRUM AB (PUBL),2002,Type 1 - New Molecular Entity
NDA021272,REMODULIN,TREPROSTINIL,United Therapeutics Corporation,2002,Type 1 - New Molecular Entity
NDA021437,EPLERENONE,EPLERENONE,Mylan Pharmaceuticals Inc.,2002,Type 1 - New Molecular Entity
NDA021436,ABILIFY,ARIPIPRAZOLE,"Otsuka America Pharmaceutical, Inc.",2002,Type 1 - New Molecular Entity
NDA021492,N/A,N/A,N/A,2002,Type 1 - New Molecular Entity
NDA021266,VFEND,VORICONAZOLE,Roerig,2002,Type 1 - New Molecular Entity
NDA021016,RELPAX,ELETRIPTAN HYDROBROMIDE,Viatris Specialty LLC,2002,Type 1 - New Molecular Entity
NDA021196,SODIUM OXYBATE,SODIUM OXYBATE,Hikma Pharmaceuticals USA Inc.,2002,Type 1 - New Molecular Entity
NDA021445,ZETIA,EZETIMIBE,Organon LLC,2002,Type 1 - New Molecular Entity
NDA021286,BENICAR,OLMESARTAN MEDOXOMIL,"Cosette Pharmaceuticals, Inc.",2002,Type 1 - New Molecular Entity
NDA021498,N/A,N/A,N/A,2002,Type 1 - New Molecular Entity
BLA103946,ELITEK,RASBURICASE,Sanofi-Aventis U.S. LLC,2002,Type 1 - New Molecular Entity
BLA125057,HUMIRA,ADALIMUMAB,Cordavis Limited,2002,Type 1 - New Molecular Entity
BLA125019,ZEVALIN,IBRITUMOMAB TIUXETAN,Acrotech Biopharma Inc,2002,Type 1 - New Molecular Entity
BLA125031,NEULASTA,PEGFILGRASTIM,"Amgen, Inc",2002,Type 1 - New Molecular Entity
BLA103964,PEGASYS,PEGINTERFERON ALFA-2A,pharmaand GmbH,2002,Type 1 - New Molecular Entity
BLA103780,REBIF,INTERFERON BETA-1A,"EMD Serono, Inc.",2002,Type 1 - New Molecular Entity
NDA021200,N/A,N/A,N/A,2002,Type 1 - New Molecular Entity
NDA021411,STRATTERA,ATOMOXETINE HYDROCHLORIDE,Eli Lilly and Company,2002,Type 1 - New Molecular Entity
NDA021191,N/A,N/A,N/A,2002,Type 1 - New Molecular Entity
NDA021449,N/A,N/A,N/A,2002,Type 1 - New Molecular Entity
NDA021385,ERTACZO,SERTACONAZOLE NITRATE,"Lacer Pharma, LLC",2003,Type 1 - New Molecular Entity
NDA021455,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021626,RADIOGARDASE,PRUSSIAN BLUE INSOLUBLE CAPSULES,Heyl Chem.-pharm. Fabrik GmbH & Co. KG,2003,Type 1 - New Molecular Entity
NDA021372,PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,Cipla USA Inc.,2003,Type 1 - New Molecular Entity
NDA021567,REYATAZ,ATAZANAVIR,"E.R. Squibb & Sons, L.L.C.",2003,Type 1 - New Molecular Entity
NDA021565,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021287,UROXATRAL,ALFUZOSIN HCL,Advanz Pharma (US) Corp.,2003,Type 1 - New Molecular Entity
NDA021572,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021368,CIALIS,TADALAFIL,Eli Lilly and Company,2003,Type 1 - New Molecular Entity
NDA021500,EMTRIVA,EMTRICITABINE,"Gilead Sciences, Inc.",2003,Type 1 - New Molecular Entity
NDA021399,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
BLA103979,FABRAZYME,AGALSIDASE BETA,Genzyme Corporation,2003,Type 1 - New Molecular Entity
NDA021549,EMEND,APREPITANT,Merck Sharp & Dohme LLC,2003,Type 1 - New Molecular Entity
BLA125058,ALDURAZYME,LARONIDASE,Genzyme Corporation,2003,Type 1 - New Molecular Entity
NDA021602,VELCADE,BORTEZOMIB,"Takeda Pharmaceuticals America, Inc.",2003,Type 1 - New Molecular Entity
NDA021400,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
NDA021158,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
BLA021106,SOMAVERT,PEGVISOMANT,Pharmacia & Upjohn Company LLC,2003,Type 1 - New Molecular Entity
NDA021366,CRESTOR,ROSUVASTATIN,AstraZeneca Pharmaceuticals LP,2003,Type 1 - New Molecular Entity
NDA021481,N/A,N/A,N/A,2003,Type 1 - New Molecular Entity
BLA103976,XOLAIR,OMALIZUMAB,"Genentech, Inc.",2003,Type 1 - New Molecular Entity
NDA021487,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,"Actavis Pharma, Inc.",2003,Type 1 - New Molecular Entity
NDA021348,ZAVESCA,MIGLUSTAT,"Actelion Pharmaceuticals US, Inc.",2003,Type 1 - New Molecular Entity
NDA021256,CHIRHOSTIM,HUMAN SECRETIN,"ChiRhoClin, Inc.",2004,Type 1 - New Molecular Entity
BLA021629,APIDRA,INSULIN GLULISINE,sanofi-aventis U.S. LLC,2004,Type 1 - New Molecular Entity
BLA125104,TYSABRI,NATALIZUMAB,Biogen Inc.,2004,Type 1 - New Molecular Entity
NDA021756,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021518,VESICARE,SOLIFENACIN SUCCINATE,"Astellas Pharma US, Inc.",2004,Type 1 - New Molecular Entity
NDA021513,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021743,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
BLA125084,ERBITUX,CETUXIMAB,ImClone LLC,2004,Type 1 - New Molecular Entity
NDA021431,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
BLA125103,KEPIVANCE,PALIFERMIN,Swedish Orphan Biovitrum AB (publ),2004,Type 1 - New Molecular Entity
NDA021446,LYRICA,PREGABALIN,Parke-Davis Div of Pfizer Inc,2004,Type 1 - New Molecular Entity
NDA021361,XIFAXAN,RIFAXIMIN,"Salix Pharmaceuticals, Inc.",2004,Type 1 - New Molecular Entity
NDA021779,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021144,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA020564,EPIVIR,LAMIVUDINE,ViiV Healthcare Company,2004,Type 1 - New Molecular Entity
NDA021264,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021357,MULTIHANCE,GADOBENATE DIMEGLUMINE,BRACCO DIAGNOSTICS INC,2004,Type 1 - New Molecular Entity
NDA021618,TINDAMAX,TINIDAZOLE,Mission Pharmacal Company,2004,Type 1 - New Molecular Entity
NDA021595,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021395,SPIRIVA HANDIHALER,TIOTROPIUM BROMIDE,"Boehringer Ingelheim Pharmaceuticals, Inc.",2004,Type 1 - New Molecular Entity
NDA021751,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021427,CYMBALTA,DULOXETINE HYDROCHLORIDE,Eli Lilly and Company,2004,Type 1 - New Molecular Entity
NDA021654,LOVAZA,OMEGA-3-ACID ETHYL ESTERS,Waylis Therapeutics LLC,2004,Type 1 - New Molecular Entity
NDA021468,FOSRENOL,LANTHANUM CARBONATE,"Takeda Pharmaceuticals America, Inc.",2004,Type 1 - New Molecular Entity
NDA021749,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021060,PRIALT,ZICONOTIDE ACETATE,TerSera Therapeutics LLC,2004,Type 1 - New Molecular Entity
BLA125085,AVASTIN,BEVACIZUMAB,"Genentech, Inc.",2004,Type 1 - New Molecular Entity
BLA021640,N/A,N/A,N/A,2004,Type 1 - New Molecular Entity
NDA021462,ALIMTA,PEMETREXED DISODIUM,Eli Lilly and Company,2004,Type 1 - New Molecular Entity
NDA021476,LUNESTA,ESZOPICLONE,Waylis Therapeutics LLC,2004,Type 1 - New Molecular Entity
NDA050794,VIDAZA,AZACITIDINE,Celgene Corporation,2004,Type 1 - New Molecular Entity
BLA021536,LEVEMIR,INSULIN DETEMIR,Novo Nordisk,2005,Type 1 - New Molecular Entity
BLA125117,NAGLAZYME,GALSULFASE,BioMarin Pharmaceutical Inc.,2005,Type 1 - New Molecular Entity
NDA021782,ROZEREM,RAMELTEON,"Takeda Pharmaceuticals America, Inc.",2005,Type 1 - New Molecular Entity
NDA021797,BARACLUDE,ENTECAVIR,"E.R. Squibb & Sons, L.L.C.",2005,Type 1 - New Molecular Entity
NDA021773,BYETTA,EXENATIDE,AstraZeneca Pharmaceuticals LP,2005,Type 1 - New Molecular Entity
NDA021877,ARRANON,NELARABINE,Sandoz Inc,2005,Type 1 - New Molecular Entity
NDA021821,TYGACIL,TIGECYCLINE,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2005,Type 1 - New Molecular Entity
NDA021882,EXJADE,DEFERASIROX,Novartis Pharmaceuticals Corporation,2005,Type 1 - New Molecular Entity
NDA021862,NEVANAC,NEPAFENAC,"Harrow Eye, LLC",2005,Type 1 - New Molecular Entity
NDA021506,MYCAMINE,MICAFUNGIN SODIUM,"Astellas Pharma US, Inc.",2005,Type 1 - New Molecular Entity
BLA021859,HYLENEX RECOMBINANT,HYALURONIDASE,"Antares Pharma, Inc.",2005,Type 1 - New Molecular Entity
NDA021880,REVLIMID,LENALIDOMIDE,Celgene Corporation,2005,Type 1 - New Molecular Entity
NDA021923,NEXAVAR,SORAFENIB,Bayer HealthCare Pharmaceuticals Inc.,2005,Type 1 - New Molecular Entity
BLA125118,ORENCIA,ABATACEPT,"E.R. Squibb & Sons, L.L.C.",2005,Type 1 - New Molecular Entity
NDA021814,APTIVUS,TIPRANAVIR,"Boehringer Ingelheim Pharmaceuticals, Inc.",2005,Type 1 - New Molecular Entity
BLA021839,INCRELEX,MECASERMIN,"Ipsen Biopharmaceuticals, Inc.",2005,Type 1 - New Molecular Entity
BLA021716,N/A,N/A,N/A,2005,Type 1 - New Molecular Entity
BLA021884,N/A,N/A,N/A,2005,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021632,ERAXIS,ANIDULAFUNGIN,Roerig,2006,Type 1 - New Molecular Entity
NDA021790,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA021986,DASATINIB,DASATINIB,Prasco Laboratories,2006,Type 1 - New Molecular Entity
NDA021526,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA021928,CHANTIX,VARENICLINE TARTRATE,Pfizer Laboratories Div Pfizer Inc,2006,Type 1 - New Molecular Entity
NDA021991,ZOLINZA,VORINOSTAT,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA022011,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA050786,"BISMUTH SUBCITRATE POTASSIUM, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE","BISMUTH SUBCITRATE POTASSIUM, METRONIDAZOLE AND TETRACYCLINE HYDROCHLORIDE","H2-Pharma, LLC",2006,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021502,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA021938,SUTENT,SUNITINIB MALATE,Pfizer Laboratories Div Pfizer Inc,2006,Type 1 - New Molecular Entity
NDA021999,INVEGA,PALIPERIDONE,"Janssen Pharmaceuticals, Inc.",2006,Type 1 - New Molecular Entity
NDA021641,AZILECT,RASAGILINE MESYLATE,"Teva Neuroscience, Inc.",2006,Type 1 - New Molecular Entity
NDA021995,JANUVIA,SITAGLIPTIN,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA021908,LUBIPROSTONE,LUBIPROSTONE,Dr. Reddy's Laboratories Inc.,2006,Type 1 - New Molecular Entity
NDA021902,VEREGEN,SINECATECHINS,"ANI Pharmaceuticals, Inc.",2006,Type 1 - New Molecular Entity
NDA022003,NOXAFIL,POSACONAZOLE,Merck Sharp & Dohme LLC,2006,Type 1 - New Molecular Entity
NDA021976,PREZISTA,DARUNAVIR,Janssen Products LP,2006,Type 1 - New Molecular Entity
BLA125141,N/A,N/A,N/A,2006,Type 1 - New Molecular Entity
NDA022004,OMNARIS,CICLESONIDE,"Covis Pharma US, Inc",2006,Type 1 - New Molecular Entity
BLA125156,LUCENTIS,RANIBIZUMAB,"Genentech, Inc.",2006,Type 1 - New Molecular Entity
BLA125147,VECTIBIX,PANITUMUMAB,"Amgen, Inc",2006,Type 1 - New Molecular Entity
BLA125151,ELAPRASE,IDURSULFASE,"Takeda Pharmaceuticals America, Inc.",2006,Type 1 - New Molecular Entity
NDA021742,BYSTOLIC,NEBIVOLOL HYDROCHLORIDE,"Allergan, Inc.",2007,Type 1 - New Molecular Entity
NDA022119,AMMONIA N 13,NH3N13,THE FEINSTEIN INSTITUTES FOR MEDICAL RESEARCH,2007,Type 1 - New Molecular Entity
NDA022074,SOMATULINE DEPOT,LANREOTIDE ACETATE,"Ipsen Biopharmaceuticals, Inc.",2007,Type 1 - New Molecular Entity
NDA022128,SELZENTRY,MARAVIROC,ViiV Healthcare Company,2007,Type 1 - New Molecular Entity
NDA022081,LETAIRIS,AMBRISENTAN,"Gilead Sciences, Inc.",2007,Type 1 - New Molecular Entity
NDA021829,NEUPRO,ROTIGOTINE,"UCB, Inc.",2007,Type 1 - New Molecular Entity
BLA125166,SOLIRIS,ECULIZUMAB,Alexion Pharmaceuticals Inc.,2007,Type 1 - New Molecular Entity
NDA022181,KUVAN,SAPROPTERIN DIHYDROCHLORIDE,BioMarin Pharmaceutical Inc.,2007,Type 1 - New Molecular Entity
NDA022065,IXEMPRA,IXABEPILONE,"R-Pharm US Operating, LLC",2007,Type 1 - New Molecular Entity
NDA022145,ISENTRESS,RALTEGRAVIR,Merck Sharp & Dohme LLC,2007,Type 1 - New Molecular Entity
NDA022088,TORISEL,TEMSIROLIMUS,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2007,Type 1 - New Molecular Entity
NDA021985,ALISKIREN,ALISKIREN HEMIFUMARATE,Prasco Laboratories,2007,Type 1 - New Molecular Entity
NDA022106,N/A,N/A,N/A,2007,Type 1 - New Molecular Entity
BLA125164,MIRCERA,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,Vifor (International) Inc.,2007,Type 1 - New Molecular Entity
NDA021977,VYVANSE,LISDEXAMFETAMINE DIMESYLATE,"Takeda Pharmaceuticals America, Inc.",2007,Type 1 - New Molecular Entity
NDA022068,TASIGNA,NILOTINIB,Novartis Pharmaceuticals Corporation,2007,Type 1 - New Molecular Entity
NDA021992,PRISTIQ EXTENDED-RELEASE,DESVENLAFAXINE SUCCINATE,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2008,Type 1 - New Molecular Entity
BLA125249,ARCALYST,RILONACEPT,"Kiniksa Pharmaceuticals (UK), Ltd.",2008,Type 1 - New Molecular Entity
NDA022023,EMEND,FOSAPREPITANT DIMEGLUMINE,Merck Sharp & Dohme LLC,2008,Type 1 - New Molecular Entity
NDA022253,VIMPAT,LACOSAMIDE,"UCB, Inc.",2008,Type 1 - New Molecular Entity
NDA022201,FIRMAGON,DEGARELIX,Ferring Pharmaceuticals Inc.,2008,Type 1 - New Molecular Entity
NDA022187,ETRAVIRINE,ETRAVIRINE,Patriot Pharmaceuticals,2008,Type 1 - New Molecular Entity
NDA021775,N/A,N/A,N/A,2008,Type 1 - New Molecular Entity
NDA021894,XENAZINE,TETRABENAZINE,Lundbeck Pharmaceuticals LLC,2008,Type 1 - New Molecular Entity
NDA022156,CLEVIPREX,CLEVIDIPINE,Fresenius Kabi Austria GmbH,2008,Type 1 - New Molecular Entity
BLA125268,NPLATE,ROMIPLOSTIM,"Amgen, Inc",2008,Type 1 - New Molecular Entity
NDA022212,DIFLUPREDNATE OPHTHALMIC,DIFLUPREDNATE OPHTHALMIC,Sandoz Inc,2008,Type 1 - New Molecular Entity
NDA022290,ADREVIEW,IOBENGUANE I-123,Medi-Physics Inc.,2008,Type 1 - New Molecular Entity
NDA022090,EOVIST,GADOXETATE DISODIUM,Bayer HealthCare Pharmaceuticals Inc.,2008,Type 1 - New Molecular Entity
NDA022206,N/A,N/A,N/A,2008,Type 1 - New Molecular Entity
NDA022249,TREANDA,BENDAMUSTINE HYDROCHLORIDE,"Cephalon, LLC",2008,Type 1 - New Molecular Entity
BLA125160,CIMZIA,CERTOLIZUMAB PEGOL,"UCB, Inc.",2008,Type 1 - New Molecular Entity
NDA021964,RELISTOR,METHYLNALTREXONE BROMIDE,"Salix Pharmaceuticals, Inc.",2008,Type 1 - New Molecular Entity
NDA022304,TAPENTADOL,TAPENTADOL HYDROCHLORIDE,Hikma Pharmaceuticals USA Inc.,2008,Type 1 - New Molecular Entity
NDA021711,N/A,N/A,N/A,2008,Type 1 - New Molecular Entity
NDA021911,BANZEL,RUFINAMIDE,Eisai Inc.,2008,Type 1 - New Molecular Entity
NDA022291,PROMACTA,ELTROMBOPAG OLAMINE,Novartis Pharmaceuticals Corporation,2008,Type 1 - New Molecular Entity
NDA022311,MOZOBIL,PLERIXAFOR,Sanofi-Aventis U.S. LLC,2008,Type 1 - New Molecular Entity
NDA022244,N/A,N/A,N/A,2008,Type 1 - New Molecular Entity
NDA022161,LEXISCAN,REGADENOSON,"Astellas Pharma US, Inc.",2008,Type 1 - New Molecular Entity
NDA022129,N/A,N/A,N/A,2009,Type 1 - New Molecular Entity
NDA022308,BESIVANCE,BESIFLOXACIN,Bausch & Lomb Americas Inc.,2009,Type 1 - New Molecular Entity
NDA022334,AFINITOR,EVEROLIMUS,Novartis Pharmaceuticals Corporation,2009,Type 1 - New Molecular Entity
